grafana  | ✔ Downloaded and extracted grafana-opensearch-datasource v2.24.0 zip successfully to /var/lib/grafana/plugins/grafana-opensearch-datasource
grafana  | logger=migrator t=2025-04-11T12:35:49.85202392Z level=info msg="Executing migration" id="create index UQE_annotation_tag_annotation_id_tag_id - Add unique index annotation_tag.annotation_id_tag_id V3"
grafana  | logger=migrator t=2025-04-11T12:35:49.852353003Z level=info msg="Migration successfully executed" id="create index UQE_annotation_tag_annotation_id_tag_id - Add unique index annotation_tag.annotation_id_tag_id V3" duration=328.958µs
grafana  | logger=migrator t=2025-04-11T12:35:49.854570545Z level=info msg="Executing migration" id="copy annotation_tag v2 to v3"
grafana  | logger=migrator t=2025-04-11T12:35:49.854663087Z level=info msg="Migration successfully executed" id="copy annotation_tag v2 to v3" duration=92.791µs
grafana  | logger=migrator t=2025-04-11T12:35:49.85566267Z level=info msg="Executing migration" id="drop table annotation_tag_v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.855889503Z level=info msg="Migration successfully executed" id="drop table annotation_tag_v2" duration=227.25µs
grafana  | logger=migrator t=2025-04-11T12:35:49.856839545Z level=info msg="Executing migration" id="Update alert annotations and set TEXT to empty"
grafana  | logger=migrator t=2025-04-11T12:35:49.856913212Z level=info msg="Migration successfully executed" id="Update alert annotations and set TEXT to empty" duration=73.625µs
grafana  | logger=migrator t=2025-04-11T12:35:49.858667545Z level=info msg="Executing migration" id="Add created time to annotation table"
grafana  | logger=migrator t=2025-04-11T12:35:49.860414753Z level=info msg="Migration successfully executed" id="Add created time to annotation table" duration=1.746833ms
grafana  | logger=migrator t=2025-04-11T12:35:49.861781878Z level=info msg="Executing migration" id="Add updated time to annotation table"
grafana  | logger=migrator t=2025-04-11T12:35:49.863525878Z level=info msg="Migration successfully executed" id="Add updated time to annotation table" duration=1.743667ms
grafana  | logger=migrator t=2025-04-11T12:35:49.864962337Z level=info msg="Executing migration" id="Add index for created in annotation table"
grafana  | logger=migrator t=2025-04-11T12:35:49.86533992Z level=info msg="Migration successfully executed" id="Add index for created in annotation table" duration=378.084µs
grafana  | logger=migrator t=2025-04-11T12:35:49.86665492Z level=info msg="Executing migration" id="Add index for updated in annotation table"
grafana  | logger=migrator t=2025-04-11T12:35:49.866985295Z level=info msg="Migration successfully executed" id="Add index for updated in annotation table" duration=330.75µs
grafana  | logger=migrator t=2025-04-11T12:35:49.868831795Z level=info msg="Executing migration" id="Convert existing annotations from seconds to milliseconds"
grafana  | logger=migrator t=2025-04-11T12:35:49.868942628Z level=info msg="Migration successfully executed" id="Convert existing annotations from seconds to milliseconds" duration=111.542µs
grafana  | logger=migrator t=2025-04-11T12:35:49.870120337Z level=info msg="Executing migration" id="Add epoch_end column"
grafana  | logger=migrator t=2025-04-11T12:35:49.871862503Z level=info msg="Migration successfully executed" id="Add epoch_end column" duration=1.742125ms
grafana  | logger=migrator t=2025-04-11T12:35:49.87290692Z level=info msg="Executing migration" id="Add index for epoch_end"
grafana  | logger=migrator t=2025-04-11T12:35:49.873321128Z level=info msg="Migration successfully executed" id="Add index for epoch_end" duration=414.208µs
grafana  | logger=migrator t=2025-04-11T12:35:49.87456692Z level=info msg="Executing migration" id="Make epoch_end the same as epoch"
grafana  | logger=migrator t=2025-04-11T12:35:49.874627628Z level=info msg="Migration successfully executed" id="Make epoch_end the same as epoch" duration=60.916µs
grafana  | logger=migrator t=2025-04-11T12:35:49.876979629Z level=info msg="Executing migration" id="Move region to single row"
grafana  | logger=migrator t=2025-04-11T12:35:49.877166504Z level=info msg="Migration successfully executed" id="Move region to single row" duration=187.459µs
grafana  | logger=migrator t=2025-04-11T12:35:49.878253045Z level=info msg="Executing migration" id="Remove index org_id_epoch from annotation table"
grafana  | logger=migrator t=2025-04-11T12:35:49.878585337Z level=info msg="Migration successfully executed" id="Remove index org_id_epoch from annotation table" duration=332.75µs
grafana  | logger=migrator t=2025-04-11T12:35:49.87983517Z level=info msg="Executing migration" id="Remove index org_id_dashboard_id_panel_id_epoch from annotation table"
grafana  | logger=migrator t=2025-04-11T12:35:49.88021992Z level=info msg="Migration successfully executed" id="Remove index org_id_dashboard_id_panel_id_epoch from annotation table" duration=385.417µs
grafana  | logger=migrator t=2025-04-11T12:35:49.881691295Z level=info msg="Executing migration" id="Add index for org_id_dashboard_id_epoch_end_epoch on annotation table"
grafana  | logger=migrator t=2025-04-11T12:35:49.882111587Z level=info msg="Migration successfully executed" id="Add index for org_id_dashboard_id_epoch_end_epoch on annotation table" duration=420.459µs
grafana  | logger=migrator t=2025-04-11T12:35:49.884786212Z level=info msg="Executing migration" id="Add index for org_id_epoch_end_epoch on annotation table"
grafana  | logger=migrator t=2025-04-11T12:35:49.885214795Z level=info msg="Migration successfully executed" id="Add index for org_id_epoch_end_epoch on annotation table" duration=429.375µs
grafana  | logger=migrator t=2025-04-11T12:35:49.887098629Z level=info msg="Executing migration" id="Remove index org_id_epoch_epoch_end from annotation table"
grafana  | logger=migrator t=2025-04-11T12:35:49.887517837Z level=info msg="Migration successfully executed" id="Remove index org_id_epoch_epoch_end from annotation table" duration=419.666µs
grafana  | logger=migrator t=2025-04-11T12:35:49.88935467Z level=info msg="Executing migration" id="Add index for alert_id on annotation table"
grafana  | logger=migrator t=2025-04-11T12:35:49.889834962Z level=info msg="Migration successfully executed" id="Add index for alert_id on annotation table" duration=481.042µs
grafana  | logger=migrator t=2025-04-11T12:35:49.891581629Z level=info msg="Executing migration" id="Increase tags column to length 4096"
grafana  | logger=migrator t=2025-04-11T12:35:49.891629295Z level=info msg="Migration successfully executed" id="Increase tags column to length 4096" duration=48.458µs
grafana  | logger=migrator t=2025-04-11T12:35:49.89360717Z level=info msg="Executing migration" id="Increase prev_state column to length 40 not null"
grafana  | logger=migrator t=2025-04-11T12:35:49.893647587Z level=info msg="Migration successfully executed" id="Increase prev_state column to length 40 not null" duration=41µs
grafana  | logger=migrator t=2025-04-11T12:35:49.89518917Z level=info msg="Executing migration" id="Increase new_state column to length 40 not null"
grafana  | logger=migrator t=2025-04-11T12:35:49.895229004Z level=info msg="Migration successfully executed" id="Increase new_state column to length 40 not null" duration=40.375µs
grafana  | logger=migrator t=2025-04-11T12:35:49.89806667Z level=info msg="Executing migration" id="create test_data table"
grafana  | logger=migrator t=2025-04-11T12:35:49.898671879Z level=info msg="Migration successfully executed" id="create test_data table" duration=608.125µs
grafana  | logger=migrator t=2025-04-11T12:35:49.90016817Z level=info msg="Executing migration" id="create dashboard_version table v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.90055092Z level=info msg="Migration successfully executed" id="create dashboard_version table v1" duration=383.375µs
grafana  | logger=migrator t=2025-04-11T12:35:49.901838587Z level=info msg="Executing migration" id="add index dashboard_version.dashboard_id"
grafana  | logger=migrator t=2025-04-11T12:35:49.902205545Z level=info msg="Migration successfully executed" id="add index dashboard_version.dashboard_id" duration=367.125µs
grafana  | logger=migrator t=2025-04-11T12:35:49.903408879Z level=info msg="Executing migration" id="add unique index dashboard_version.dashboard_id and dashboard_version.version"
grafana  | logger=migrator t=2025-04-11T12:35:49.903790587Z level=info msg="Migration successfully executed" id="add unique index dashboard_version.dashboard_id and dashboard_version.version" duration=382µs
grafana  | logger=migrator t=2025-04-11T12:35:49.908222879Z level=info msg="Executing migration" id="Set dashboard version to 1 where 0"
grafana  | logger=migrator t=2025-04-11T12:35:49.908338045Z level=info msg="Migration successfully executed" id="Set dashboard version to 1 where 0" duration=115.5µs
grafana  | logger=migrator t=2025-04-11T12:35:49.911383504Z level=info msg="Executing migration" id="save existing dashboard data in dashboard_version table v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.911583254Z level=info msg="Migration successfully executed" id="save existing dashboard data in dashboard_version table v1" duration=200.167µs
grafana  | logger=migrator t=2025-04-11T12:35:49.91303917Z level=info msg="Executing migration" id="alter dashboard_version.data to mediumtext v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.913068462Z level=info msg="Migration successfully executed" id="alter dashboard_version.data to mediumtext v1" duration=29.583µs
grafana  | logger=migrator t=2025-04-11T12:35:49.914078212Z level=info msg="Executing migration" id="create team table"
grafana  | logger=migrator t=2025-04-11T12:35:49.914428212Z level=info msg="Migration successfully executed" id="create team table" duration=349.917µs
grafana  | logger=migrator t=2025-04-11T12:35:49.917316254Z level=info msg="Executing migration" id="add index team.org_id"
grafana  | logger=migrator t=2025-04-11T12:35:49.917669754Z level=info msg="Migration successfully executed" id="add index team.org_id" duration=353.75µs
grafana  | logger=migrator t=2025-04-11T12:35:49.919057087Z level=info msg="Executing migration" id="add unique index team_org_id_name"
grafana  | logger=migrator t=2025-04-11T12:35:49.919446879Z level=info msg="Migration successfully executed" id="add unique index team_org_id_name" duration=389.875µs
grafana  | logger=migrator t=2025-04-11T12:35:49.920808004Z level=info msg="Executing migration" id="Add column uid in team"
grafana  | logger=migrator t=2025-04-11T12:35:49.922755795Z level=info msg="Migration successfully executed" id="Add column uid in team" duration=1.947417ms
grafana  | logger=migrator t=2025-04-11T12:35:49.923968254Z level=info msg="Executing migration" id="Update uid column values in team"
grafana  | logger=migrator t=2025-04-11T12:35:49.92404342Z level=info msg="Migration successfully executed" id="Update uid column values in team" duration=75.459µs
grafana  | logger=migrator t=2025-04-11T12:35:49.92512292Z level=info msg="Executing migration" id="Add unique index team_org_id_uid"
grafana  | logger=migrator t=2025-04-11T12:35:49.925470254Z level=info msg="Migration successfully executed" id="Add unique index team_org_id_uid" duration=347.625µs
grafana  | logger=migrator t=2025-04-11T12:35:49.92676292Z level=info msg="Executing migration" id="create team member table"
grafana  | logger=migrator t=2025-04-11T12:35:49.927085462Z level=info msg="Migration successfully executed" id="create team member table" duration=322.75µs
grafana  | logger=migrator t=2025-04-11T12:35:49.929139629Z level=info msg="Executing migration" id="add index team_member.org_id"
grafana  | logger=migrator t=2025-04-11T12:35:49.929455504Z level=info msg="Migration successfully executed" id="add index team_member.org_id" duration=316.375µs
grafana  | logger=migrator t=2025-04-11T12:35:49.930582087Z level=info msg="Executing migration" id="add unique index team_member_org_id_team_id_user_id"
grafana  | logger=migrator t=2025-04-11T12:35:49.930909087Z level=info msg="Migration successfully executed" id="add unique index team_member_org_id_team_id_user_id" duration=327.125µs
grafana  | logger=migrator t=2025-04-11T12:35:49.931968754Z level=info msg="Executing migration" id="add index team_member.team_id"
grafana  | logger=migrator t=2025-04-11T12:35:49.932367504Z level=info msg="Migration successfully executed" id="add index team_member.team_id" duration=398.875µs
grafana  | logger=migrator t=2025-04-11T12:35:49.933745129Z level=info msg="Executing migration" id="Add column email to team table"
